Author,Compelling.Evidence,Mechanism,Replication,Attribute,M_code,A_code,R_Attribute,Year,SI_Domain,n
"zulu et al., 2018","this study was conducted in saharan africa and it explored barriers to pigeon pea (pp) adoption, focusing on livestock damage, market limitations, and production factors using focus group discussions, participatory rural appraisal, and key-informant interviews, the study examined individual and community-based strategies. 
1.	market conditions and farmer motivations
evidence: results stated that reported pigeon pea (pp) prices varied among communities, influencing farmer motivations for growing crops.
conclusion: economic incentives, such as favorable pp prices and market access, encourages farmers to invest in pp cultivation for food security and income generation.
2.	livestock damage and control strategies
evidence: results indicated that livestock damage to pigeon peas was a significant barrier, with variations across sites and seasons.
conclusion: there is need to employ various household-level and community-based livestock management, to mitigate damage and protect crops.
3.	power relations and community institutions
evidence: the findings revealed that the socioeconomic differentiation influenced power dynamics between livestock owners and pp growers.
conclusion: dominance of pp growers in community institutions may necessitate enforcement of collective livestock management measures.
4.	extension services and experience in pp growing
evidence: results demonstrated that variation in extension services and duration of pp growing influenced the effectiveness of livestock control efforts.
conclusion: communities with better extension support and longer experience in pp cultivation are more effective in livestock control measures.
5.	role of community institutions in conflict resolution
evidence: results indicated that community institutions played a vital role in mediating conflicts between livestock owners and pp growers.
conclusion: the community-based livestock management arrangements have a positive role in resolving conflicts and promoting collective action for livestock control.
6.	economic incentives and collective livestock management (cblm)
evidence:  results showed that favorable economic incentives, such as reasonable pp prices, influenced the adoption of cblm measures.
conclusion: economic benefits exceeding perceived costs incentivize  smallholder farmers to invest in collective livestock management approaches.",farm diversification,4,livestock integration,6,190,livestock integration,2018,productivity,21
"koppmair, kassie and qaim, 2017","this study investigated the relationship between farm input subsidies and the adoption of natural resource management (nrm) technologies in malawi's farm input subsidy program (fisp). it used panel data from smallholder farm households. the study aimed to address concerns of incompatibility between input subsidies and nrm strategies.
1.	fisp participation vs nrm technology adoption
evidence: the results indicated a significantly positive effects of fisp participation on the adoption of inorganic fertilizer and improved maize seeds.
conclusion: fisp participation positively influences the adoption of certain nrm technologies.
2.	household characteristics
evidence: the findings revealed that there were no major changes in estimation results for household characteristics like age, education, and gender of the head.
conclusion: household characteristics have a minor role in technology adoption.
3.	resources and assets
evidence: results showed that ownership of assets like farm size and livestock had varying effects on technology adoption, with no significant impact observed for some technologies.
conclusion: while resources and assets play a role in adoption decisions, their influence vary depending on the specific technology being considered.
4.	shocks experienced
evidence: results indicated that socio-economic shocks like agricultural input shortages and water stresses had a significant influence on technology adoption.
conclusion: shocks experienced by households significantly shape technology adoption patterns.
5.	social capital/network
evidence: results showed mixed effects on technology adoption for variables related to social group membership and trust in traders.
conclusion: social capital and networks play a complex role in technology adoption, having both positive and negative influences.
6.	access to services
evidence:  results indicated that factors like market distance and extension services had varying effects on technology adoption.
conclusion: access to services influences technology adoption, but the impact varies across different technologies and regions.    
",farm diversification,4,livestock integration,6,190,livestock integration,2017,productivity,21
"berre et al., 2017","this study was conducted in malawi and aimed to assess the potential increase in efficiency of crop production among smallholder farmers. using data envelopment analysis (dea), the researchers examined farming systems' technical efficiency by comparing best-performing farms with a meta-frontier. they identified two farming system types.
1.	typology of smallholder farming systems in malawi
evidence: the study revealed two distinct farming systems: type 1, characterized by maize-based smallholders facing land constraints, heavily reliant on off-farm income, and predominantly cultivating maize on limited land; and type 2, comprising diversified crop-livestock producers with ample land, engaged in varied crop cultivation including maize and groundnut, deriving income primarily from cropping and livestock activities.
conclusion: understanding these farming system types is crucial for tailoring efficiency improvement strategies.
2.	efficiency yield gap
evidence: results showed that efficiency gains varied across farms, with some efficient farms having no potential for further improvement, while others could potentially increase efficiency.
conclusion: the existence of a technology gap between farming system types necessitate the need for context-specific interventions to improve efficiency.
3.	efficiency scores and their determinants
evidence:  results indicated that efficiency scores varied for different farming system types. for type 1 farms, efficiency increase was calculated through labor and input cost reduction, while for type 2 farms, it was calculated through increased crop calorie production with the same or fewer inputs.
conclusion: identifying efficiency determinants such as household size, land cultivation percentage, and farmer's age helps formulate targeted strategies for improving efficiency in different farming contexts.
4.	determinants of efficiency of farming systems in malawi
evidence: the findings showed a negative correlation between efficiency and land availability across all farms, indicating a productivity decrease with larger land sizes, while also noting a positive correlation between fertilizer use and efficiency,  smallholder farmers faced challenges in maintaining adequate rates due to cash shortages. 
conclusion: addressing factors like land pressure, fertilizer accessibility, and household demographics is crucial for enhancing efficiency in smallholder farming systems.
5.	 closing the yield gap or improving efficiency of smallholder farming systems?
evidence:  results revealed that efficiency gains may not necessarily require increased crop production but can be achieved through input optimization, depending on the farming system type.
conclusion: integrating farming system diversity into efficiency analyses is essential for accurately assessing potential gains and tailoring interventions to specific contexts.
",farm diversification,2,livestock integration,6,190,livestock integration,2017,productivity,21
"berre et al., 2017","this study was conducted in malawi and aimed to assess the potential increase in efficiency of crop production among smallholder farmers. using data envelopment analysis (dea), the researchers examined farming systems' technical efficiency by comparing best-performing farms with a meta-frontier. they identified two farming system types.
1.	typology of smallholder farming systems in malawi
evidence: the study revealed two distinct farming systems: type 1, characterized by maize-based smallholders facing land constraints, heavily reliant on off-farm income, and predominantly cultivating maize on limited land; and type 2, comprising diversified crop-livestock producers with ample land, engaged in varied crop cultivation including maize and groundnut, deriving income primarily from cropping and livestock activities.
conclusion: understanding these farming system types is crucial for tailoring efficiency improvement strategies.
2.	efficiency yield gap
evidence: results showed that efficiency gains varied across farms, with some efficient farms having no potential for further improvement, while others could potentially increase efficiency.
conclusion: the existence of a technology gap between farming system types necessitate the need for context-specific interventions to improve efficiency.
3.	efficiency scores and their determinants
evidence:  results indicated that efficiency scores varied for different farming system types. for type 1 farms, efficiency increase was calculated through labor and input cost reduction, while for type 2 farms, it was calculated through increased crop calorie production with the same or fewer inputs.
conclusion: identifying efficiency determinants such as household size, land cultivation percentage, and farmer's age helps formulate targeted strategies for improving efficiency in different farming contexts.
4.	determinants of efficiency of farming systems in malawi
evidence: the findings showed a negative correlation between efficiency and land availability across all farms, indicating a productivity decrease with larger land sizes, while also noting a positive correlation between fertilizer use and efficiency,  smallholder farmers faced challenges in maintaining adequate rates due to cash shortages. 
conclusion: addressing factors like land pressure, fertilizer accessibility, and household demographics is crucial for enhancing efficiency in smallholder farming systems.
5.	 closing the yield gap or improving efficiency of smallholder farming systems?
evidence:  results revealed that efficiency gains may not necessarily require increased crop production but can be achieved through input optimization, depending on the farming system type.
conclusion: integrating farming system diversity into efficiency analyses is essential for accurately assessing potential gains and tailoring interventions to specific contexts.
",farm diversification,4,livestock integration,6,190,livestock integration,2017,productivity,21
"snapp et al., 2018","this study was conducted in saharan africa and it explored barriers to pigeon pea (pp) adoption, focusing on livestock damage, market limitations, and production factors using focus group discussions, participatory rural appraisal, and key-informant interviews, the study examined individual and community-based strategies. 
1.	market conditions and farmer motivations
evidence: results stated that reported pigeon pea (pp) prices varied among communities, influencing farmer motivations for growing crops.
conclusion: economic incentives, such as favorable pp prices and market access, encourages farmers to invest in pp cultivation for food security and income generation.
2.	livestock damage and control strategies
evidence: results indicated that livestock damage to pigeon peas was a significant barrier, with variations across sites and seasons.
conclusion: there is need to employ various household-level and community-based livestock management, to mitigate damage and protect crops.
3.	power relations and community institutions
evidence: the findings revealed that the socioeconomic differentiation influenced power dynamics between livestock owners and pp growers.
conclusion: dominance of pp growers in community institutions may necessitate enforcement of collective livestock management measures.
4.	extension services and experience in pp growing
evidence: results demonstrated that variation in extension services and duration of pp growing influenced the effectiveness of livestock control efforts.
conclusion: communities with better extension support and longer experience in pp cultivation are more effective in livestock control measures.
5.	role of community institutions in conflict resolution
evidence: results indicated that community institutions played a vital role in mediating conflicts between livestock owners and pp growers.
conclusion: the community-based livestock management arrangements have a positive role in resolving conflicts and promoting collective action for livestock control.
6.	economic incentives and collective livestock management (cblm)
evidence:  results showed that favorable economic incentives, such as reasonable pp prices, influenced the adoption of cblm measures.
conclusion: economic benefits exceeding perceived costs incentivize  smallholder farmers to invest in collective livestock management approaches.",farm diversification,2,livestock integration,6,190,livestock integration,2018,social,21
"snapp et al., 2018","this study was conducted in saharan africa and it explored barriers to pigeon pea (pp) adoption, focusing on livestock damage, market limitations, and production factors using focus group discussions, participatory rural appraisal, and key-informant interviews, the study examined individual and community-based strategies. 
1.	market conditions and farmer motivations
evidence: results stated that reported pigeon pea (pp) prices varied among communities, influencing farmer motivations for growing crops.
conclusion: economic incentives, such as favorable pp prices and market access, encourages farmers to invest in pp cultivation for food security and income generation.
2.	livestock damage and control strategies
evidence: results indicated that livestock damage to pigeon peas was a significant barrier, with variations across sites and seasons.
conclusion: there is need to employ various household-level and community-based livestock management, to mitigate damage and protect crops.
3.	power relations and community institutions
evidence: the findings revealed that the socioeconomic differentiation influenced power dynamics between livestock owners and pp growers.
conclusion: dominance of pp growers in community institutions may necessitate enforcement of collective livestock management measures.
4.	extension services and experience in pp growing
evidence: results demonstrated that variation in extension services and duration of pp growing influenced the effectiveness of livestock control efforts.
conclusion: communities with better extension support and longer experience in pp cultivation are more effective in livestock control measures.
5.	role of community institutions in conflict resolution
evidence: results indicated that community institutions played a vital role in mediating conflicts between livestock owners and pp growers.
conclusion: the community-based livestock management arrangements have a positive role in resolving conflicts and promoting collective action for livestock control.
6.	economic incentives and collective livestock management (cblm)
evidence:  results showed that favorable economic incentives, such as reasonable pp prices, influenced the adoption of cblm measures.
conclusion: economic benefits exceeding perceived costs incentivize  smallholder farmers to invest in collective livestock management approaches.",farm diversification,4,livestock integration,6,190,livestock integration,2018,social,21
"zulu et al., 2018","this study was conducted in saharan africa and it explored barriers to pigeon pea (pp) adoption, focusing on livestock damage, market limitations, and production factors using focus group discussions, participatory rural appraisal, and key-informant interviews, the study examined individual and community-based strategies. 
1.	market conditions and farmer motivations
evidence: results stated that reported pigeon pea (pp) prices varied among communities, influencing farmer motivations for growing crops.
conclusion: economic incentives, such as favorable pp prices and market access, encourages farmers to invest in pp cultivation for food security and income generation.
2.	livestock damage and control strategies
evidence: results indicated that livestock damage to pigeon peas was a significant barrier, with variations across sites and seasons.
conclusion: there is need to employ various household-level and community-based livestock management, to mitigate damage and protect crops.
3.	power relations and community institutions
evidence: the findings revealed that the socioeconomic differentiation influenced power dynamics between livestock owners and pp growers.
conclusion: dominance of pp growers in community institutions may necessitate enforcement of collective livestock management measures.
4.	extension services and experience in pp growing
evidence: results demonstrated that variation in extension services and duration of pp growing influenced the effectiveness of livestock control efforts.
conclusion: communities with better extension support and longer experience in pp cultivation are more effective in livestock control measures.
5.	role of community institutions in conflict resolution
evidence: results indicated that community institutions played a vital role in mediating conflicts between livestock owners and pp growers.
conclusion: the community-based livestock management arrangements have a positive role in resolving conflicts and promoting collective action for livestock control.
6.	economic incentives and collective livestock management (cblm)
evidence:  results showed that favorable economic incentives, such as reasonable pp prices, influenced the adoption of cblm measures.
conclusion: economic benefits exceeding perceived costs incentivize  smallholder farmers to invest in collective livestock management approaches.",farm diversification,2,livestock integration,6,190,livestock integration,2018,social,21
"zulu et al., 2018","this study was conducted in saharan africa and it explored barriers to pigeon pea (pp) adoption, focusing on livestock damage, market limitations, and production factors using focus group discussions, participatory rural appraisal, and key-informant interviews, the study examined individual and community-based strategies. 
1.	market conditions and farmer motivations
evidence: results stated that reported pigeon pea (pp) prices varied among communities, influencing farmer motivations for growing crops.
conclusion: economic incentives, such as favorable pp prices and market access, encourages farmers to invest in pp cultivation for food security and income generation.
2.	livestock damage and control strategies
evidence: results indicated that livestock damage to pigeon peas was a significant barrier, with variations across sites and seasons.
conclusion: there is need to employ various household-level and community-based livestock management, to mitigate damage and protect crops.
3.	power relations and community institutions
evidence: the findings revealed that the socioeconomic differentiation influenced power dynamics between livestock owners and pp growers.
conclusion: dominance of pp growers in community institutions may necessitate enforcement of collective livestock management measures.
4.	extension services and experience in pp growing
evidence: results demonstrated that variation in extension services and duration of pp growing influenced the effectiveness of livestock control efforts.
conclusion: communities with better extension support and longer experience in pp cultivation are more effective in livestock control measures.
5.	role of community institutions in conflict resolution
evidence: results indicated that community institutions played a vital role in mediating conflicts between livestock owners and pp growers.
conclusion: the community-based livestock management arrangements have a positive role in resolving conflicts and promoting collective action for livestock control.
6.	economic incentives and collective livestock management (cblm)
evidence:  results showed that favorable economic incentives, such as reasonable pp prices, influenced the adoption of cblm measures.
conclusion: economic benefits exceeding perceived costs incentivize  smallholder farmers to invest in collective livestock management approaches.",farm diversification,4,livestock integration,6,190,livestock integration,2018,social,21
"koppmair, kassie and qaim, 2017","this study investigated the relationship between farm input subsidies and the adoption of natural resource management (nrm) technologies in malawi's farm input subsidy program (fisp). it used panel data from smallholder farm households. the study aimed to address concerns of incompatibility between input subsidies and nrm strategies.
1.	fisp participation vs nrm technology adoption
evidence: the results indicated a significantly positive effects of fisp participation on the adoption of inorganic fertilizer and improved maize seeds.
conclusion: fisp participation positively influences the adoption of certain nrm technologies.
2.	household characteristics
evidence: the findings revealed that there were no major changes in estimation results for household characteristics like age, education, and gender of the head.
conclusion: household characteristics have a minor role in technology adoption.
3.	resources and assets
evidence: results showed that ownership of assets like farm size and livestock had varying effects on technology adoption, with no significant impact observed for some technologies.
conclusion: while resources and assets play a role in adoption decisions, their influence vary depending on the specific technology being considered.
4.	shocks experienced
evidence: results indicated that socio-economic shocks like agricultural input shortages and water stresses had a significant influence on technology adoption.
conclusion: shocks experienced by households significantly shape technology adoption patterns.
5.	social capital/network
evidence: results showed mixed effects on technology adoption for variables related to social group membership and trust in traders.
conclusion: social capital and networks play a complex role in technology adoption, having both positive and negative influences.
6.	access to services
evidence:  results indicated that factors like market distance and extension services had varying effects on technology adoption.
conclusion: access to services influences technology adoption, but the impact varies across different technologies and regions.    
",farm diversification,4,livestock integration,6,190,livestock integration,2017,social,21
"berre et al., 2017","this study was conducted in malawi and aimed to assess the potential increase in efficiency of crop production among smallholder farmers. using data envelopment analysis (dea), the researchers examined farming systems' technical efficiency by comparing best-performing farms with a meta-frontier. they identified two farming system types.
1.	typology of smallholder farming systems in malawi
evidence: the study revealed two distinct farming systems: type 1, characterized by maize-based smallholders facing land constraints, heavily reliant on off-farm income, and predominantly cultivating maize on limited land; and type 2, comprising diversified crop-livestock producers with ample land, engaged in varied crop cultivation including maize and groundnut, deriving income primarily from cropping and livestock activities.
conclusion: understanding these farming system types is crucial for tailoring efficiency improvement strategies.
2.	efficiency yield gap
evidence: results showed that efficiency gains varied across farms, with some efficient farms having no potential for further improvement, while others could potentially increase efficiency.
conclusion: the existence of a technology gap between farming system types necessitate the need for context-specific interventions to improve efficiency.
3.	efficiency scores and their determinants
evidence:  results indicated that efficiency scores varied for different farming system types. for type 1 farms, efficiency increase was calculated through labor and input cost reduction, while for type 2 farms, it was calculated through increased crop calorie production with the same or fewer inputs.
conclusion: identifying efficiency determinants such as household size, land cultivation percentage, and farmer's age helps formulate targeted strategies for improving efficiency in different farming contexts.
4.	determinants of efficiency of farming systems in malawi
evidence: the findings showed a negative correlation between efficiency and land availability across all farms, indicating a productivity decrease with larger land sizes, while also noting a positive correlation between fertilizer use and efficiency,  smallholder farmers faced challenges in maintaining adequate rates due to cash shortages. 
conclusion: addressing factors like land pressure, fertilizer accessibility, and household demographics is crucial for enhancing efficiency in smallholder farming systems.
5.	 closing the yield gap or improving efficiency of smallholder farming systems?
evidence:  results revealed that efficiency gains may not necessarily require increased crop production but can be achieved through input optimization, depending on the farming system type.
conclusion: integrating farming system diversity into efficiency analyses is essential for accurately assessing potential gains and tailoring interventions to specific contexts.
",farm diversification,2,livestock integration,6,190,livestock integration,2017,social,21
"berre et al., 2017","this study was conducted in malawi and aimed to assess the potential increase in efficiency of crop production among smallholder farmers. using data envelopment analysis (dea), the researchers examined farming systems' technical efficiency by comparing best-performing farms with a meta-frontier. they identified two farming system types.
1.	typology of smallholder farming systems in malawi
evidence: the study revealed two distinct farming systems: type 1, characterized by maize-based smallholders facing land constraints, heavily reliant on off-farm income, and predominantly cultivating maize on limited land; and type 2, comprising diversified crop-livestock producers with ample land, engaged in varied crop cultivation including maize and groundnut, deriving income primarily from cropping and livestock activities.
conclusion: understanding these farming system types is crucial for tailoring efficiency improvement strategies.
2.	efficiency yield gap
evidence: results showed that efficiency gains varied across farms, with some efficient farms having no potential for further improvement, while others could potentially increase efficiency.
conclusion: the existence of a technology gap between farming system types necessitate the need for context-specific interventions to improve efficiency.
3.	efficiency scores and their determinants
evidence:  results indicated that efficiency scores varied for different farming system types. for type 1 farms, efficiency increase was calculated through labor and input cost reduction, while for type 2 farms, it was calculated through increased crop calorie production with the same or fewer inputs.
conclusion: identifying efficiency determinants such as household size, land cultivation percentage, and farmer's age helps formulate targeted strategies for improving efficiency in different farming contexts.
4.	determinants of efficiency of farming systems in malawi
evidence: the findings showed a negative correlation between efficiency and land availability across all farms, indicating a productivity decrease with larger land sizes, while also noting a positive correlation between fertilizer use and efficiency,  smallholder farmers faced challenges in maintaining adequate rates due to cash shortages. 
conclusion: addressing factors like land pressure, fertilizer accessibility, and household demographics is crucial for enhancing efficiency in smallholder farming systems.
5.	 closing the yield gap or improving efficiency of smallholder farming systems?
evidence:  results revealed that efficiency gains may not necessarily require increased crop production but can be achieved through input optimization, depending on the farming system type.
conclusion: integrating farming system diversity into efficiency analyses is essential for accurately assessing potential gains and tailoring interventions to specific contexts.
",farm diversification,4,livestock integration,6,190,livestock integration,2017,social,21
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,2,livestock management     cro. div.          inputs,6,47,crop diversification,2013,economic,18
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,4,livestock management     cro. div.          inputs,6,51,crop diversification,2013,economic,18
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,2,livestock management     cro. div.          inputs,6,47,crop diversification,2013,productivity,18
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,4,livestock management     cro. div.          inputs,6,51,crop diversification,2013,productivity,18
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,2,livestock management     cro. div.          inputs,6,47,crop diversification,2013,social,18
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,4,livestock management     cro. div.          inputs,6,51,crop diversification,2013,social,18
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,2,livestock management     cro. div.          inputs,6,138,inputs,2013,economic,18
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,4,livestock management     cro. div.          inputs,6,138,inputs,2013,economic,18
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,2,livestock management     cro. div.          inputs,6,138,inputs,2013,productivity,18
"homann-kee tui et al., 2013","this study focused on analyzing crop-livestock systems in semi-arid regions of southern africa, specifically in malawi, mozambique, and zimbabwe. it aimed to understand the demand for and supply of maize residues as livestock feed and evaluated the potential contribution of dual-purpose maize varieties to address feed shortages. 
1.	landscape characteristics vs maize potential
evidence: results showed a variability in mixed crop-livestock systems and maize potential across malawi, zimbabwe, and mozambique, with malawi exhibiting the highest agro-ecological potential.
conclusion: tailored interventions are needed to promote dual-purpose maize cultivation across different agro-ecological zones.
2.	farming systems analysis
evidence: the results indicated that variations in maize production, livestock management, feed availability, and maize residue availability were observed across farming systems and spatially.
conclusion: dual-purpose maize cultivars address feed shortages, but success depends on various factors.
3.	cultivar analysis
evidence: the findings revealed that variability in grain yields, harvest index, and residue me content was observed among cimmyt landraces and hybrids, reflecting differences in maize cultivars for grain and residue yield across agro-ecological zones.
conclusion: introduction of dual-purpose maize cultivars with superior traits enhances feed availability and quality.",farm diversification,4,livestock management     cro. div.          inputs,6,138,inputs,2013,productivity,18
